-8.026417713220640238e+00,1.414510849680021609e+00,-2.791564315927915096e+00,3.794716167922834060e+00,-8.020611827605108601e-01,-5.316872340020999121e-02,-1.788525864517996888e+00,-1.249743448161483167e-01,-2.539701419749504918e-01,-8.712641534606637705e-01,-1.597909994332832317e-01,1.367612680569196160e+00,2.552408673344280121e+00,8.235068276655581609e-01,6.462717455265229449e-02,7.815684702571364939e-01,-4.261906219112945315e-01,8.041675417238292045e-01,1.627938777900191258e+00,5.457855476194631850e-01,3.178532713817020221e-03,-2.711211152938412458e-02,1.219231192311446055e+00,1.292612701683651277e+00,-1.793245497663133792e+00,8.313313858787072519e-01,-2.268276840326552968e+00,1.287704204866990887e+00,1.350820867161331429e-01,-2.351733565481056443e-01,5.154493547993370672e-01,-1.175623189070186925e+00,-1.356314297458550977e-01,-1.878132798690158867e-01,7.869137445051772595e-01,-7.775958825628687121e-01,2.393448526766069895e-01,-1.213955444179193766e+00,-3.881561126430779218e-01,4.447816589648942998e-01,1.368932315161101587e-01,9.810978703945553159e-01,1.292097059042235652e-01,-4.491883474252892361e-01,1.007244771632407193e-01,2.450043064439780607e-02,7.886888565843071242e-02,-2.353058304009005564e-01,-5.138517830514278684e-01,5.001604875098199232e-02
8.366367939410753962e+00,1.125161102483807740e+00,-3.361986490990630294e+00,4.319018319690487218e+00,-1.931149455466522058e+00,3.767333161438234157e+00,2.331052408685409194e+00,1.272182827603425048e+00,2.865571621542439829e+00,-1.254231387554233690e+00,-1.286531687398955182e+00,-2.642072354186948413e-01,1.198426743245033094e-01,-8.384973077696619148e-01,-2.239521309830245333e+00,-1.200960222733122862e+00,-1.306705604586406999e-02,1.181121114383222093e+00,-1.793438884842181391e+00,-2.786953319940261298e-01,8.596937676973051556e-02,-4.114979600966774953e-01,2.733556951994595141e-01,6.259895374102768528e-01,-2.661707240979465094e-01,-4.638262406962736506e-01,-4.714340544701147717e-01,2.063803623950406063e+00,-4.993560292797906697e-01,-1.313962854625108978e+00,-1.390859874923224271e-01,5.119283285289361052e-01,-4.932121157199472750e-01,1.369460339117375414e-01,-1.551659324553874286e-01,7.656853788615631817e-01,-3.964222674115947670e-02,2.826330597699174274e-01,-3.091896483994593936e-01,7.267449130515890587e-02,-1.032645627864005933e+00,1.013003700606943669e+00,-3.098828896608394889e-01,-1.614087612832703356e-01,1.651963150938593472e-01,-4.613962990724062019e-01,1.190225037953419052e-01,-3.746006088253988481e-02,-2.763974924638152447e-02,-4.732316172307690638e-01
1.093568704868729702e+00,-9.966321402038145649e+00,-3.346180388080050250e+00,3.719345595685434436e+00,1.280699830632032521e+00,4.010204112274906030e-01,1.895910958461005880e+00,-1.440639026863133720e+00,-2.442737360652671996e-01,-3.730272149842232210e+00,8.139997522313392464e-01,4.551188693396685525e-01,-2.929674396649609935e+00,-1.459323176961608293e-01,-1.848332018622329320e+00,-1.360285631331681344e+00,-2.196916598754014682e+00,5.481460646278585314e-01,-2.953075017356767140e-01,-6.250649606926992341e-01,-3.012297635361179116e-01,1.816006491821588353e+00,1.041752157063944084e+00,-5.964994417420497845e-03,-7.691231487158304292e-01,6.854921380880082404e-01,8.768010267168943050e-01,4.924769821545477710e-01,-1.176057552684107860e-01,-7.905983930181363917e-01,-1.526567037124136217e+00,5.970221932082393490e-01,2.950923995479439732e-01,-2.446782781628901726e-01,7.922131591532934891e-01,7.088764614107848638e-01,-1.021960721505039915e+00,-1.021101741977764321e-01,-9.903755230367442541e-01,-2.000977418412950848e-01,1.587867361827147938e+00,-1.942294235577277373e-01,1.732621456012135575e-01,-1.320289010961110954e+00,-5.518581687415833326e-01,5.244728553565796147e-01,-4.043186599158254263e-02,1.457184730552806950e+00,3.832569781864382779e-03,5.155804503315752907e-01
1.948840652538743168e+00,-9.362064972149219955e+00,3.168183092163405323e+00,2.541582269333184207e+00,2.786495804393884779e+00,6.605888036982735523e-01,1.315552247517748796e+00,1.874147393851171434e-02,-3.420552821143930000e+00,-1.172451636416441012e+00,8.296267914818838962e-01,-1.924828278554797878e+00,2.043674736239669831e-01,-1.904793822605814091e+00,-2.899739612834163482e-01,1.207024367147722932e-01,-1.031255419354520031e+00,1.065498824034702530e+00,-1.921667043237710981e+00,2.215228206880500567e-02,-1.703184801619159749e+00,2.503618700415800813e+00,4.438437186141888091e-01,-1.956999322023615373e-01,-9.641439673783919195e-01,1.568518405901554447e-01,1.788667802102088533e-01,4.034980556177703570e-01,3.422948351952007640e-01,-2.489473458155624097e-01,-1.038313005371610087e+00,-6.571050626865038158e-01,4.592310076334530367e-01,7.792818017691405252e-01,3.858209770910648317e-01,-8.442353962577624493e-01,3.378623477296379130e-01,1.011092073737986485e+00,7.094018374833528373e-01,1.052383635475984569e+00,-3.863759074626905154e-01,-2.600486513801750776e-01,8.987476731049001133e-01,2.430626261780571284e-01,2.207866213648445042e-01,-2.881205629361369702e-01,1.994797179237497720e-01,7.472385939741790217e-01,-1.472720949108504429e-01,8.117630321051340081e-01
7.630370316758344984e+00,3.448184177067608491e+00,2.317773645317293685e+00,-8.933755244408139173e-01,3.026083963342831140e+00,3.684182752123656979e-01,1.199541742686107026e+00,-2.338723942519124410e+00,3.791061817093611896e+00,4.078067794287636438e+00,-1.310138516484071314e+00,-2.240306758927680608e+00,-1.680801244494713576e+00,1.333124061598071952e+00,6.064013242365284828e-01,-2.188522213653773640e+00,2.530126084343854220e+00,1.263057339353671038e+00,4.589198072967769215e-02,1.163895710742287593e+00,2.025354060638439591e-01,7.942285929507171272e-01,-3.307130118872545627e-02,-4.399259052285203753e-01,-6.157386520182803746e-01,1.015376056162440976e+00,-4.361307732200950804e-01,1.450066857396478781e+00,1.755050662672810624e+00,-5.374648135331028254e-02,7.510265570024861059e-01,-2.562970505722451109e-01,-2.441176271178702728e-01,-4.487882448968024129e-01,-9.746053106544183553e-02,1.133996635868887104e+00,-1.376667845169663451e-01,1.102298118882332201e+00,1.044863482026830104e+00,-9.483325535652910032e-01,-3.828408081647282080e-01,-6.603744786032591518e-01,-1.092147382265060251e+00,-3.312018705412039243e-01,-3.468357744876441884e-01,-2.781564896544612073e-02,3.052598401459272193e-01,-4.127259873646283994e-01,-2.028842857731571470e-01,-2.559619882628506593e-01
1.459782343109878866e+00,1.645746983179588785e+00,2.085737040965734979e-02,7.058286316810150396e+00,-3.764195580594664303e+00,-1.310352879891916400e+00,6.679107524553603348e+00,2.283469830093196151e+00,1.013858598058056559e+00,1.198336429668456632e-01,-1.875720290515347610e+00,-1.317934107522738540e-01,3.108710598674772285e+00,1.480898426436589421e+00,-1.986135503807116676e+00,1.269351499441720987e+00,-4.153645669276562896e-02,2.070875949762012169e+00,-2.361437083649389646e+00,-6.869291689176270088e-01,5.077186536658384597e-01,1.497434953311314265e+00,3.850341693616501360e-01,4.153327508135640916e-02,6.930519300900158663e-01,-8.488847204605204366e-01,3.754488530915418010e-01,6.958519711373678529e-01,-8.021148119655697739e-01,2.986392746337825435e-02,-9.034367031889783961e-02,-1.155731768090149547e+00,-3.906633872348561076e-01,-8.979239132554260872e-01,1.207254659322442469e+00,5.795623519600194840e-01,6.063721791825399388e-01,-6.575018674238513050e-01,-1.452912842797327575e-01,-9.415446277917709217e-02,-5.489962425835139825e-01,4.851067735869178943e-01,-1.786857189932636869e+00,4.696061676316927169e-01,1.589507485299618272e-01,2.348215740088849535e-01,-2.350008755181376419e-01,-2.822664507381377197e-01,6.915950423131800306e-01,-2.418125153470092326e-01
-9.630369821984194445e+00,3.309191510806786862e+00,-4.016949111913940662e+00,-2.861160257289835140e+00,-4.482060636369158413e-01,-2.375786052013149519e+00,2.857089011707925952e+00,2.919757423849220324e+00,1.991644002516248069e+00,-1.837758730579532429e+00,1.683938522879151689e+00,-2.082955900326604048e+00,-2.046350401860628221e+00,-1.628339285873750888e-02,1.546597916717457943e+00,-1.671689856080815995e+00,-1.249263039514233675e+00,6.386904887778852014e-02,-1.579248586754746553e+00,1.240222947168734935e+00,9.743323298963453560e-02,-1.268761487405492661e+00,6.065139890249097165e-01,3.105745936044033706e-01,-7.843954556156804703e-01,-1.367482405353315889e+00,3.377109536614548158e-01,2.127583275530001927e+00,-2.254391528332145178e+00,4.469472910206928051e-01,4.366176274886021669e-01,-3.233046026352323632e-01,5.196581691128326908e-01,7.050000930437889668e-01,-2.757616445456554516e-02,-8.766994058194211847e-01,-7.631274213150859298e-01,-2.854383347790406256e-01,-7.251633418285077237e-01,6.877867882411565770e-01,-5.626176419060738843e-01,1.421477031361206567e-01,-6.244915852789988120e-02,1.017228069892728293e+00,1.473682120908637871e-01,4.391497996494252432e-01,-5.037164007410974698e-01,3.431086923113644271e-01,1.398803054335680772e-02,-1.467932306783288343e-01
-6.711259695556915261e+00,1.542564317554438569e+00,-2.776020123935473372e+00,4.473342025049257487e+00,-6.681759128288446981e-01,1.147126418985812801e+00,-3.184451025964771365e+00,-7.591015108642098497e-01,4.731660102352221176e-02,-1.591897958436170879e-01,-1.253094402172935773e+00,4.238330456636963950e-01,-1.448529941635002538e-01,1.433664736414433483e+00,2.489075198410586054e-01,-1.437322019377271776e+00,2.021993209408664338e+00,1.663467606293545509e-01,3.076897262044211434e-01,1.871858260029379384e+00,1.796955854638622452e-02,3.922017812734384656e-01,5.818210762744930875e-01,3.565470653898040188e-01,-8.797405630538366328e-01,-3.042651139076490430e-01,8.932132200605578110e-01,5.170894356100086409e-01,-1.531277978010710805e-01,7.123892958810340570e-01,-3.099338274474620070e-01,-6.412705767956906611e-01,-1.182722936403108216e+00,-7.153212422332966280e-01,1.011398149939611191e+00,5.369381229778972253e-01,6.659530042521823179e-02,-1.763169465814077852e-01,-3.806957296299468552e-01,-1.617239704674366951e-01,-7.626448641617290525e-01,-2.119937792928094922e-01,3.594342831560244922e-01,1.663239158024709397e-01,-4.669966009413294844e-02,-3.644756359572829535e-02,8.438256680238268581e-01,-4.314009609527718475e-02,1.659990480822595427e-01,-3.440948366085594956e-01
-1.140418956281651397e+01,-1.483664593888477601e+00,2.094792310570110061e+00,-3.361117194561583421e+00,-3.660566387873630756e+00,4.414819121127516732e-02,3.998701409226315118e+00,3.063325677645271305e+00,-1.107417482329323466e+00,-1.049877232771236013e+00,-1.030232811741924159e+00,-9.686222311419500075e-01,-1.947067640932292232e+00,1.398142734508658114e+00,-1.757790611408762915e+00,-3.004502411253131555e-01,1.224028074266029220e+00,-1.131985079000634997e-01,-1.063895894809340215e+00,-1.287582058078820202e+00,-2.164684176064490539e-01,-9.617213569430998338e-03,-1.558899510727074222e-01,7.236982966491968261e-01,-6.198836912033898194e-01,-2.142201902560328941e-01,6.024421415383227618e-01,-1.410801656793416514e+00,1.212645309101263003e+00,7.255253152642543446e-02,2.744223056247151876e-02,-3.926898505953610452e-01,-4.763501101946669425e-01,1.240018275579746060e-01,6.343715506197346032e-01,-7.167909190106289685e-01,4.764296435636792837e-01,-1.225608635221518972e+00,-9.264090091789399795e-01,-3.871060054587754928e-01,-1.376336563347164109e-02,-7.268866358305520192e-02,-3.718174891818407657e-01,1.458643243160949177e-01,1.352305443800641375e-02,3.066500605419423403e-02,-1.044856777237894496e+00,4.963840759018419146e-01,-8.240615254134229239e-01,-8.441067498300959260e-01
7.786869503251883984e+00,3.816077321067221195e+00,1.581253041645890978e+00,-4.456434859055460329e+00,-9.787977794003333357e-03,1.411254885576215923e+00,9.443429128872814493e-01,-1.296135735447111026e+00,2.290709326985634231e+00,-3.286777756092502667e+00,1.330534076213046646e+00,1.608646214581533895e+00,3.016285752837974066e+00,1.682247832712267632e+00,4.243825529947768682e-02,2.702669934726346312e+00,8.239247058234215604e-02,9.360381818371762419e-01,-7.521198927708625526e-01,-2.658781927379334775e-02,-1.550119016657711013e+00,-5.789284443710072114e-01,5.718360738535587240e-01,-1.377079496510459355e+00,5.956498395531123480e-02,-4.234599703800170367e-01,2.384849507619702935e-01,2.615543133959143951e-01,-4.584286840632455506e-01,6.499682470575923743e-01,-7.615936341829541156e-01,1.475889198532996105e-01,1.546745022259521596e+00,-2.116705765390325678e-01,-2.046565455484675944e+00,-7.711724043769507819e-01,-4.025092534143191458e-01,-9.456357559812443858e-01,1.557778378811103537e-01,6.273329603011612576e-01,-2.618539914503518751e-01,-5.556349571396853593e-01,-1.356589085380906612e+00,8.954768096793002119e-01,2.986183738848256341e-03,-5.260897293922241202e-02,-1.268954204681691234e-01,2.076172519770043134e-01,6.385114031486515129e-01,4.137934065251442362e-01
